Longitude,Latitude,FireCause,County,FireDiscoveryDate,FireDiscoveryTime,FireOutDate,FireOutTime,State
-98.4823410019999,26.7613378200001,Human,Starr,2018/06/05,22:35:20+00,2018/06/07,22:30:44+00,TX
-94.8161919039999,30.830726568,Human,Polk,2020/08/15,21:58:00+00,2020/08/15,23:35:37+00,TX
-100.321008358,32.1398388000001,Human,Nolan,2019/11/01,17:00:08+00,2019/11/04,23:00:59+00,TX
-95.0064902619999,30.2354886370001,Human,Liberty,2016/10/21,21:08:59+00,2016/10/22,01:59:00+00,TX
-94.3885068449999,31.7000056250001,Human,Shelby,2020/12/09,21:32:00+00,2020/12/10,21:51:01+00,TX
-95.00260702,32.001405661,Human,Cherokee,2015/09/21,02:48:59+00,2015/09/21,23:00:00+00,TX
-98.004924509,33.00628906,Human,Jack,2020/05/07,20:36:09+00,2020/05/09,22:17:41+00,TX
-101.253619626,30.9694496600001,Unknown,Crockett,2019/09/14,18:28:23+00,2019/09/18,23:22:02+00,TX
-99.1890109669999,29.952483102,Human,Kerr,2021/01/14,19:49:39+00,2021/01/18,23:50:32+00,TX
-95.2872071959999,33.7221059820001,Human,Red River,2016/03/03,22:02:59+00,2016/03/04,00:24:59+00,TX
-95.031657135,33.8113560100001,Human,Red River,2020/06/14,22:31:00+00,2020/06/17,14:34:33+00,TX
-100.931308753,35.688206054,Human,Roberts,2020/10/11,20:45:37+00,2020/10/16,21:53:14+00,TX
-101.875008944,35.250565931,Human,Potter,2017/12/08,19:02:00+00,2017/12/09,23:19:00+00,TX
-94.129176679,29.6716752200001,Natural,Jefferson,2016/07/31,15:59:59+00,2016/08/19,15:59:59+00,TX
-95.148307051,31.879205631,Unknown,Cherokee,2020/08/15,22:05:00+00,2020/08/19,21:39:06+00,TX
-95.304707123,32.439805735,Human,Smith,2015/09/14,21:58:00+00,2015/09/15,00:46:59+00,TX
-95.3924737789999,31.965488969,Human,Cherokee,2017/03/20,19:36:00+00,2017/03/21,23:15:00+00,TX
-98.534962024,33.780136844,Human,Archer,2020/10/16,19:11:50+00,2020/10/19,02:02:59+00,TX
-95.615173735,29.794171863,Unknown,Harris,2020/04/23,19:00:01+00,2020/04/24,22:01:00+00,TX
-98.170438686,29.2556890010001,Unknown,Wilson,2019/08/17,21:06:33+00,2019/08/19,22:58:14+00,TX
-96.005507316,32.6706724100001,Undetermined,Van Zandt,2016/09/27,20:48:00+00,2016/09/28,21:59:59+00,TX
-94.083673516,33.305855955,Human,Bowie,2016/12/22,22:44:59+00,2016/12/23,00:33:00+00,TX
-100.756108689,35.421806019,Human,Gray,2018/04/16,18:03:01+00,2018/04/18,23:00:59+00,TX
-94.4317734539999,30.3244220120001,Human,Hardin,2019/09/27,21:00:17+00,2019/09/30,15:22:20+00,TX
-94.6336936069999,32.2740990630001,Unknown,Rusk,2020/11/15,20:51:34+00,2020/11/15,22:53:00+00,TX
-94.599923641,33.019322544,Human,Cass,2018/07/03,23:55:00+00,2018/07/04,03:16:03+00,TX
-94.3383068969999,32.8700058590001,Undetermined,Marion,2015/09/14,17:26:00+00,2015/09/14,20:02:00+00,TX
-94.887416945,31.151385496,Unknown,Trinity,2019/09/11,20:03:00+00,2019/09/13,19:40:00+00,TX
-94.341406842,31.8848056640001,Human,Shelby,2015/10/18,01:36:00+00,2015/10/18,03:20:00+00,TX
-95.0360069449999,30.3655053320001,Human,Liberty,2016/02/16,18:53:59+00,2016/02/16,21:46:59+00,TX
-94.268123545,32.977805883,Human,Cass,2016/12/21,19:44:00+00,2016/12/21,22:06:59+00,TX
-95.713307125,30.4947053340001,Undetermined,Montgomery,2016/02/17,21:59:00+00,2016/03/07,17:00:00+00,TX
-99.128724641,30.5491552190001,Human,Mason,2016/06/09,21:53:59+00,2016/06/10,21:59:59+00,TX
-97.2602852319999,28.596949298,Natural,Goliad,2019/10/04,23:02:33+00,2019/10/07,21:43:34+00,TX
-95.061206957,30.465705352,Human,San Jacinto,2016/02/29,00:08:59+00,2016/03/07,17:00:00+00,TX
-95.65260721,32.392122371,Human,Van Zandt,2017/02/07,22:44:59+00,2017/02/09,00:00:00+00,TX
-94.22175687,32.938422544,Human,Cass,2018/07/01,21:41:01+00,2018/07/02,22:00:15+00,TX
-96.44530732,30.662805341,Human,Brazos,2015/08/11,20:05:00+00,2015/08/13,00:59:59+00,TX
-101.865311959,35.467405967,Human,Potter,2016/02/27,18:04:59+00,2016/02/28,00:00:00+00,TX
-100.605841707,31.805005394,Human,Coke,2019/07/19,19:45:41+00,2019/07/25,23:09:24+00,TX
-98.136396759,32.9347279300001,Unknown,Palo Pinto,2020/08/14,22:10:36+00,2020/08/20,23:52:29+00,TX
-95.491273755,31.03265545,Human,Houston,2017/01/30,21:24:59+00,2017/01/31,22:43:00+00,TX
-94.9985402569999,30.111488615,Unknown,Liberty,2020/11/01,02:50:00+00,2020/11/02,16:51:10+00,TX
-101.040008435,30.4178051220001,Human,Crockett,2015/09/18,20:02:00+00,2015/09/21,21:59:59+00,TX
-98.903841255,30.5245052230001,Human,Llano,2016/07/20,19:05:00+00,2016/07/23,21:59:59+00,TX
-94.072506844,33.145005924,Human,Cass,2016/02/08,17:52:59+00,2016/02/08,20:26:00+00,TX
-95.7970739199999,32.498589059,Human,Van Zandt,2018/08/03,19:03:01+00,2018/08/09,16:31:00+00,TX
-97.638597776,33.4087858180001,Human,Wise,2020/02/24,17:02:00+00,2020/02/25,21:30:00+00,TX
-101.623508916,35.6481860100001,Human,Moore,2019/09/08,18:30:00+00,2019/09/08,21:00:00+00,TX
-101.725608936,35.5916059950001,Human,Potter,2019/11/25,23:00:00+00,2019/11/26,18:59:59+00,TX
-94.6561069109999,31.6483056050001,Human,Nacogdoches,2015/10/18,01:11:00+00,2015/10/20,23:29:59+00,TX
-96.28099736,32.218075652,Unknown,Navarro,2018/07/24,22:47:14+00,2018/07/29,21:30:59+00,TX
-101.885014931,35.0623748990001,Unknown,Randall,2020/06/20,20:27:44+00,2020/06/21,21:57:26+00,TX
-95.5314238139999,31.8347389400001,Human,Anderson,2019/06/13,20:16:00+00,2019/06/14,20:48:59+00,TX
-95.2115237369999,31.929538972,Human,Cherokee,2019/08/22,20:36:18+00,2019/08/26,21:34:50+00,TX
-99.919563392,34.1780668480001,Human,Foard,2021/03/10,21:35:31+00,2021/03/14,22:01:00+00,TX
-95.740623816,30.831905401,Unknown,Walker,2020/12/24,21:52:00+00,2020/12/25,00:51:00+00,TX
-97.4372298169999,31.161949845,Unknown,Bell,2019/07/21,20:00:47+00,2019/07/23,23:08:05+00,TX
-94.457690274,33.0854225630001,Unknown,Cass,2018/08/08,23:13:59+00,2018/08/14,14:56:15+00,TX
-94.134873482,32.499605794,Human,Harrison,2017/01/10,22:02:00+00,2017/01/11,00:33:59+00,TX
-95.177723744,32.3370223800001,Human,Smith,2016/07/23,20:09:00+00,2016/07/23,22:20:00+00,TX
-94.283928528,32.487259119,Human,Harrison,2019/03/15,19:36:52+00,2019/03/16,23:26:43+00,TX
-95.695807115,30.37130531,Undetermined,Montgomery,2015/10/18,23:36:59+00,2015/10/19,02:38:00+00,TX
-97.7023242659999,29.902188478,Human,Caldwell,2019/10/10,20:38:43+00,2019/10/12,22:57:58+00,TX
-94.184006769,31.2789055490001,Human,San Augustine,2016/02/25,21:20:00+00,2016/02/25,22:57:59+00,TX
-94.226456777,31.2096721930001,Human,San Augustine,2017/02/06,20:51:59+00,2017/02/07,16:43:00+00,TX
-101.107925142,30.865088535,Human,Crockett,2020/05/12,21:17:32+00,2020/05/18,01:01:00+00,TX
-97.370007409,27.220004611,Natural,Kenedy,2018/04/14,16:20:00+00,2018/04/20,04:59:00+00,TX
-98.171491192,32.6604223150001,Human,Palo Pinto,2017/03/02,21:27:00+00,2017/03/03,23:29:59+00,TX
-102.323665083,35.6553449730001,Human,Hartley,2019/02/17,00:18:18+00,2019/02/20,14:44:03+00,TX
-96.194174033,32.698072414,Unknown,Kaufman,2020/08/20,18:21:32+00,2020/08/23,23:03:06+00,TX
-95.326723726,31.1665888160001,Natural,Houston,2020/06/19,19:33:00+00,2020/06/22,18:52:57+00,TX
-102.093558766,31.920822012,Human,Midland,2017/04/06,13:08:00+00,2017/04/08,23:10:00+00,TX
-95.792523795,30.285721949,Natural,Montgomery,2017/07/23,21:40:00+00,2017/07/30,20:23:59+00,TX
-94.1657235329999,33.2280725960001,Human,Cass,2017/12/03,18:59:00+00,2017/12/05,22:02:00+00,TX
-101.863908956,35.4368059620001,Human,Potter,2021/02/27,19:12:44+00,2021/03/01,15:20:11+00,TX
-94.546906984,33.4041639540001,Human,Bowie,2018/11/28,22:05:00+00,2018/11/29,00:14:05+00,TX
-97.461707529,29.6945051120001,Human,Gonzales,2015/08/31,19:54:59+00,2015/09/02,23:00:00+00,TX
-95.818690496,30.716988708,Human,Walker,2018/03/26,21:59:17+00,2018/03/26,23:30:41+00,TX
-94.589356879,31.364372217,Unknown,Angelina,2019/07/26,20:57:54+00,2019/07/30,18:52:30+00,TX
-94.981673725,32.768339145,Human,Upshur,2018/07/24,21:12:01+00,2018/07/27,18:08:23+00,TX
-94.059673491,32.981005892,Natural,Cass,2016/07/30,23:52:59+00,2016/07/31,05:19:59+00,TX
-94.15110674,30.852605463,Human,Jasper,2015/09/22,22:25:59+00,2015/09/23,22:18:59+00,TX
-97.551124145,28.085154785,Undetermined,San Patricio,2017/01/22,21:59:59+00,2017/01/23,23:00:00+00,TX
-96.701807558,33.6958059130001,Undetermined,Grayson,2015/08/14,17:32:59+00,2015/08/16,21:59:59+00,TX
-97.848340965,29.8919551380001,Undetermined,Caldwell,2017/02/02,17:15:00+00,2017/02/06,23:00:00+00,TX
-94.3712069379999,33.407605962,Human,Bowie,2015/10/14,20:48:59+00,2015/10/14,22:27:00+00,TX
-94.36720688,32.446155774,Unknown,Harrison,2019/03/23,21:00:01+00,2019/03/27,14:39:45+00,TX
-93.880989992,30.6381054290001,Human,Jasper,2020/01/08,16:05:59+00,2020/01/09,17:50:06+00,TX
-98.7146009049999,31.0296963260001,Human,San Saba,2019/07/31,22:43:46+00,2019/08/04,22:24:37+00,TX
-100.003008101,28.4949047920001,Undetermined,Dimmit,2015/08/11,22:44:59+00,2015/08/20,21:30:00+00,TX
-95.063206943,30.1627386230001,Unknown,Liberty,2019/08/30,21:24:24+00,2019/09/02,17:56:50+00,TX
-93.975740023,30.8454554680001,Human,Jasper,2017/02/10,20:44:00+00,2017/02/10,23:10:59+00,TX
-101.624008911,35.5883393330001,Human,Potter,2018/09/04,19:49:35+00,2018/09/06,00:59:59+00,TX
-96.172840738,33.463839224,Undetermined,Fannin,2016/07/23,17:00:00+00,2016/07/26,00:59:59+00,TX
-98.1698077839999,31.2925693980001,Unknown,Lampasas,2018/07/23,19:07:36+00,2018/07/24,19:10:23+00,TX
-101.265838857,35.9725060820001,Natural,Hutchinson,2017/07/24,22:11:00+00,2017/07/26,21:59:59+00,TX
-94.0742067909999,32.225189073,Human,Panola,2017/10/26,21:20:59+00,2017/10/30,23:00:00+00,TX
-101.985038661,30.463065095,Natural,Terrell,2019/08/14,17:32:00+00,2019/08/17,23:34:49+00,TX
-94.249290176,32.339455758,Human,Panola,2020/08/26,19:22:59+00,2020/08/26,22:07:43+00,TX
-94.155356857,32.9987225520001,Human,Cass,2017/04/08,20:18:00+00,2017/04/08,22:41:00+00,TX
-100.152508328,32.31833884,Human,Nolan,2020/07/22,19:10:54+00,2020/07/25,00:08:55+00,TX
-103.347508923,29.368444846,Natural,Brewster,2018/05/24,00:59:59+00,2018/07/09,15:00:00+00,TX
-98.49160784,30.8445053,Human,Llano,2015/08/06,21:21:59+00,2015/08/12,21:59:59+00,TX
-98.7431382349999,33.689057018,Human,Archer,2020/07/21,20:37:22+00,2020/07/23,22:40:52+00,TX
-98.951118884,26.4116710700001,Human,Starr,2019/08/17,20:00:37+00,2019/08/19,22:57:00+00,TX
-94.269606789,31.2171055330001,Human,San Augustine,2015/10/08,19:05:59+00,2015/10/14,23:00:00+00,TX
-94.874407037,32.8723058370001,Human,Upshur,2015/10/20,20:39:00+00,2015/10/22,22:43:00+00,TX
-94.6180068469999,30.559105387,Human,Polk,2015/08/16,18:39:00+00,2015/08/17,22:21:59+00,TX
-94.359740243,32.989089214,Human,Cass,2019/11/18,21:59:59+00,2019/11/19,21:59:03+00,TX
-99.0156079659999,30.7808052670001,Human,Mason,2015/08/28,00:29:00+00,2015/09/05,20:15:00+00,TX
-95.259057087,32.0089056520001,Human,Cherokee,2020/08/25,21:13:00+00,2020/08/25,23:46:18+00,TX
-95.051006941,30.185505295,Human,Liberty,2016/02/22,00:32:00+00,2016/02/22,15:42:00+00,TX
-99.840841473,30.3176718080001,Human,Kimble,2016/08/03,00:58:00+00,2016/08/07,23:00:00+00,TX
-103.264008902,29.3257048410001,Natural,Brewster,2015/06/14,01:21:00+00,2015/06/16,18:00:00+00,TX
-95.623073959,33.869605995,Human,Lamar,2019/04/02,21:00:00+00,2019/04/04,18:41:12+00,TX
-98.9158912519999,30.335238519,Human,Gillespie,2018/07/22,21:36:18+00,2018/07/27,00:59:59+00,TX
-94.437790134,30.6376387390001,Human,Tyler,2017/02/09,17:06:59+00,2017/02/09,23:32:59+00,TX
-97.299674236,31.326005438,Human,McLennan,2019/09/28,17:49:18+00,2019/09/30,22:50:18+00,TX
-95.315290427,31.8839056260001,Unknown,Cherokee,2019/09/15,19:08:40+00,2019/09/19,14:26:42+00,TX
-95.446557093,31.2184554890001,Human,Houston,2016/09/30,19:21:59+00,2016/09/30,20:03:59+00,TX
-94.7129013969999,30.728709252,Human,Polk,2019/12/28,21:59:00+00,2020/01/02,15:59:59+00,TX
-94.592406905,31.8454056470001,Human,Nacogdoches,2015/08/10,17:39:59+00,2015/08/13,16:06:59+00,TX
-94.491056847,31.2290221870001,Human,Angelina,2016/11/22,18:01:59+00,2016/11/22,23:00:00+00,TX
-94.139506808,32.2235057400001,Human,Panola,2015/07/10,15:11:59+00,2015/07/13,20:42:00+00,TX
-97.429740964,31.8708055380001,Human,Bosque,2018/06/23,13:07:28+00,2018/06/26,00:34:55+00,TX
-97.1066742039999,31.638672173,Unknown,McLennan,2018/07/21,18:30:44+00,2018/07/23,12:56:31+00,TX
-94.924040387,32.988922517,Human,Camp,2017/01/23,20:26:00+00,2017/01/23,20:51:00+00,TX
-95.49247375,30.785722068,Human,Walker,2020/11/17,21:27:59+00,2020/11/18,00:00:00+00,TX
-94.055256107,33.412791333,Unknown,Bowie,2019/09/19,20:44:12+00,2019/09/23,19:14:48+00,TX
-95.0549571399999,33.7898393350001,Human,Red River,2017/08/01,11:45:00+00,2017/08/04,14:35:59+00,TX
-97.770007784,33.02000574,Unknown,Wise,2018/11/23,19:54:04+00,2018/11/27,14:49:39+00,TX
-94.518986854,31.223805525,Unknown,Angelina,2018/05/10,20:29:43+00,2018/05/21,21:59:59+00,TX
-98.4272298669999,26.436948865,Human,Hidalgo,2019/08/10,22:50:24+00,2019/08/11,22:43:38+00,TX
-100.592299604,31.718769218,Natural,Coke,2020/08/16,19:11:41+00,2020/08/24,23:54:17+00,TX
-95.360873719,30.991155447,Human,Trinity,2017/03/04,00:55:00+00,2017/03/07,20:00:59+00,TX
-94.8917970109999,32.3509607340001,Human,Rusk,2019/12/03,19:54:01+00,2019/12/09,15:56:13+00,TX
-101.500662901,35.832129047,Human,Hutchinson,2020/06/06,21:34:49+00,2020/06/06,23:20:40+00,TX
-103.516709066,31.4110252020001,Human,Reeves,2017/04/26,03:00:00+00,2017/05/08,16:30:00+00,TX
-101.450378457,33.676637213,Human,Crosby,2019/08/23,20:48:57+00,2019/08/24,23:22:22+00,TX
-95.1252848839999,32.940561395,Human,Camp,2018/07/21,00:29:00+00,2018/07/21,16:54:23+00,TX
-94.158623393,30.678155427,Human,Tyler,2016/05/23,22:15:00+00,2016/05/24,14:31:00+00,TX
-98.3020079359999,33.3175057710001,Human,Jack,2019/11/03,21:41:47+00,2019/11/06,23:00:59+00,TX
-95.6120049959999,30.516691098,Unknown,Walker,2018/05/09,14:32:08+00,2018/05/18,18:00:00+00,TX
-96.697107366,30.312805262,Natural,Lee,2020/07/30,15:30:40+00,2020/08/09,23:06:19+00,TX
-94.6951235349999,30.7416220810001,Human,Polk,2016/10/29,20:50:00+00,2016/10/30,20:28:00+00,TX
-104.781009385,31.9628052420001,Natural,Culberson,2014/07/14,17:51:00+00,2014/07/19,18:21:59+00,TX
-95.35270711,31.9852056440001,Human,Cherokee,2015/08/14,16:30:00+00,2015/08/15,22:54:59+00,TX
-100.053573621,34.386338504,Human,Childress,2020/11/04,22:23:43+00,2020/11/06,18:05:52+00,TX
-98.6243411149999,28.9683382590001,Natural,Atascosa,2017/06/14,13:09:59+00,2017/06/17,21:59:59+00,TX
-94.780190213,30.384822012,Unknown,Liberty,2020/03/12,21:02:22+00,2020/03/19,16:10:15+00,TX
-98.802608054,33.225105731,Human,Young,2018/07/14,16:37:46+00,2018/07/16,22:00:56+00,TX
-95.203906988,30.360005325,Human,San Jacinto,2015/08/08,19:25:00+00,2015/08/10,18:49:00+00,TX
-94.677806855,30.415305355,Human,Hardin,2016/02/08,19:57:59+00,2016/02/09,17:21:00+00,TX
-94.358140254,33.234655929,Human,Cass,2017/10/30,19:01:00+00,2017/11/02,13:38:00+00,TX
-93.5722399369999,31.1695222160001,Unknown,Newton,2020/06/10,16:15:59+00,2020/06/12,21:59:59+00,TX
-94.7575069659999,32.1691723710001,Unknown,Rusk,2020/06/15,20:16:59+00,2020/06/17,15:40:59+00,TX
-94.9538569279999,30.4456353510001,Unknown,San Jacinto,2019/09/07,22:45:09+00,2019/09/10,00:04:59+00,TX
-95.437607126,31.8881056220001,Human,Anderson,2016/03/03,02:10:59+00,2016/03/04,18:40:00+00,TX
-104.82610939,31.877195226,Natural,Culberson,2016/05/06,23:00:00+00,2016/05/08,14:00:00+00,TX
-95.608673841,32.0862223130001,Human,Henderson,2016/09/12,20:00:00+00,2016/09/13,01:25:00+00,TX
-93.627124596,30.7181704550001,Unknown,Newton,2021/02/09,19:44:00+00,2021/02/09,22:43:28+00,TX
-95.578307065,29.9415052270001,Human,Harris,2015/08/01,21:08:00+00,2015/08/02,01:38:00+00,TX
-97.606374423,33.333005805,Unknown,Wise,2018/01/22,23:10:00+00,2018/02/02,21:59:59+00,TX
-93.983890066,31.64417229,Human,Shelby,2017/04/01,21:26:00+00,2017/04/08,14:41:00+00,TX
-101.992608951,34.9839058810001,Unknown,Randall,2020/10/08,23:47:22+00,2020/10/09,22:01:00+00,TX
-95.049140349,31.767338943,Human,Cherokee,2017/11/18,18:42:00+00,2017/11/20,23:00:00+00,TX
-102.475508769,30.3526717230001,Unknown,Pecos,2020/08/31,23:47:12+00,2020/09/07,22:24:06+00,TX
-95.292007057,31.2964888400001,Human,Houston,2017/02/26,18:20:00+00,2017/02/26,20:06:59+00,TX
-99.2932671089999,32.162791515,Unknown,Callahan,2020/08/19,20:34:59+00,2020/08/23,23:45:44+00,TX
-101.549904903,35.712107024,Human,Hutchinson,2015/07/05,07:09:59+00,2015/07/05,23:00:00+00,TX
-97.641947772,33.330215803,Unknown,Wise,2020/12/07,18:21:59+00,2020/12/07,18:53:59+00,TX
-97.302307511,30.15650521,Undetermined,Bastrop,2015/09/13,21:00:00+00,2015/09/15,21:59:59+00,TX
-94.1694067239999,30.435705377,Human,Hardin,2015/10/13,19:44:00+00,2015/10/13,21:27:00+00,TX
-98.6163310539999,33.9178658650001,Human,Wichita,2020/08/25,18:35:20+00,2020/08/26,22:47:35+00,TX
-99.1428519679999,30.213342154,Human,Gillespie,2020/09/29,18:49:00+00,2020/10/06,00:01:00+00,TX
-94.8937069579999,31.362105538,Undetermined,Angelina,2017/03/02,22:47:59+00,2017/03/03,00:29:00+00,TX
-94.113840184,33.0942225790001,Unknown,Cass,2019/10/20,20:55:00+00,2019/10/23,20:16:47+00,TX
-95.04580694,30.1895219630001,Unknown,Liberty,2018/05/12,17:01:50+00,2018/05/12,20:42:05+00,TX
-101.419008881,35.8273060500001,Human,Hutchinson,2015/12/26,21:30:00+00,2015/12/28,00:00:00+00,TX
-94.052706728,31.142672186,Undetermined,San Augustine,2016/11/02,01:11:00+00,2016/11/02,21:59:59+00,TX
-98.822707741,26.392504402,Human,Starr,2016/02/25,20:39:59+00,2016/02/26,21:00:00+00,TX
-98.354007633,26.639204465,Undetermined,Hidalgo,2015/08/06,18:35:00+00,2015/08/08,15:59:59+00,TX
-93.603325599,30.907207494,Human,Newton,2021/03/12,02:35:59+00,2021/03/15,13:23:55+00,TX
-94.574606826,30.3625053480001,Human,Hardin,2015/08/15,16:20:00+00,2015/08/15,18:10:00+00,TX
-95.078307004,31.333905526,Human,Houston,2015/10/18,22:28:59+00,2015/10/22,20:00:00+00,TX
-100.343525234,35.227622668,Human,Wheeler,2016/03/23,21:17:59+00,2016/04/06,21:59:59+00,TX
-97.392074173,29.724271781,Undetermined,Gonzales,2017/01/30,23:22:00+00,2017/02/01,23:00:00+00,TX
-94.7997236159999,31.7886222870001,Human,Nacogdoches,2017/10/30,04:38:00+00,2017/10/31,20:00:00+00,TX
-97.7741077479999,32.410005626,Unknown,Hood,2018/07/22,21:40:28+00,2018/07/29,00:28:23+00,TX
-97.650007772,33.309255799,Human,Wise,2017/02/08,21:16:00+00,2017/02/08,23:12:00+00,TX
-98.9455077709999,26.4018377310001,Human,Starr,2017/08/14,12:13:00+00,2017/08/15,21:59:59+00,TX
-95.180740446,32.8249558150001,Human,Wood,2018/08/24,23:58:00+00,2018/08/29,21:26:00+00,TX
-95.285216953,29.0910550620001,Human,Brazoria,2021/01/17,23:00:00+00,2021/01/19,00:00:00+00,TX
-98.840874661,32.088113853,Human,Comanche,2018/06/11,18:11:23+00,2018/06/14,01:00:22+00,TX
-94.130190176,32.9282058790001,Human,Cass,2017/03/26,20:12:00+00,2017/03/28,13:53:00+00,TX
-94.9343069339999,30.6831054,Human,Polk,2017/03/24,22:40:00+00,2017/03/25,01:33:00+00,TX
-97.26779083,30.112788532,Human,Bastrop,2017/11/27,19:34:00+00,2017/12/01,23:00:00+00,TX
-95.065923605,30.1948886260001,Human,Liberty,2017/02/02,03:04:00+00,2017/02/02,05:50:00+00,TX
-95.438257052,30.439922,Human,Montgomery,2021/03/04,18:52:00+00,2021/03/04,22:31:00+00,TX
-96.580107406,31.668705533,Undetermined,Limestone,2015/10/17,22:15:00+00,2015/10/19,21:30:59+00,TX
-94.874506986,31.9835056630001,Human,Rusk,2015/08/14,21:39:00+00,2015/08/15,18:40:00+00,TX
-94.784407006,32.7492058170001,Human,Upshur,2017/11/24,22:08:00+00,2017/11/25,22:54:59+00,TX
-98.635607984,32.775205656,Natural,Stephens,2018/07/11,23:40:32+00,2018/07/15,01:00:07+00,TX
-94.234451238,31.501394481,Human,San Augustine,2018/04/19,20:57:49+00,2018/04/23,20:28:32+00,TX
-94.274406893,33.093505905,Human,Cass,2016/02/08,22:17:00+00,2016/02/08,23:39:59+00,TX
-94.137656744,31.0091554960001,Human,Jasper,2017/03/28,22:12:59+00,2017/03/28,23:29:00+00,TX
-94.816406941,31.4254055540001,Undetermined,Angelina,2015/08/12,22:34:59+00,2015/08/12,23:26:59+00,TX
-94.911773596,30.841072093,Natural,Polk,2017/05/05,20:00:00+00,2017/05/06,16:36:00+00,TX
-94.842407077,33.6689059920001,Human,Red River,2015/09/17,18:10:00+00,2015/09/17,19:36:00+00,TX
-94.233306773,31.1000055110001,Human,Angelina,2014/05/25,20:00:00+00,2014/06/18,21:59:59+00,TX
-95.884173828,30.485488656,Human,Grimes,2016/11/25,18:53:59+00,2016/11/25,23:00:00+00,TX
-94.5856735629999,31.6961722840001,Human,Nacogdoches,2020/08/16,18:24:00+00,2020/08/16,19:48:45+00,TX
-95.52284049,32.1040223200001,Human,Henderson,2017/01/30,22:31:00+00,2017/01/31,00:46:59+00,TX
-95.280007116,32.4363946240001,Human,Smith,2018/08/02,20:23:01+00,2018/08/02,23:26:59+00,TX
-101.852008953,35.429705961,Undetermined,Potter,2016/01/30,21:23:00+00,2016/02/01,23:13:00+00,TX
-99.066069428,31.718429642,Human,Brown,2018/08/05,20:04:12+00,2018/08/07,00:29:14+00,TX
-97.2758135609999,30.951844839,Human,Bell,2021/01/17,18:30:00+00,2021/01/18,23:53:26+00,TX
-100.021952888,34.5483392410001,Human,Childress,2020/08/19,18:30:42+00,2020/08/22,00:09:08+00,TX
-99.30062479,32.355688883,Human,Callahan,2020/05/01,21:04:11+00,2020/05/04,22:00:11+00,TX
-95.466207072,30.7036053850001,Human,Walker,2016/02/02,21:26:00+00,2016/02/02,23:00:00+00,TX
-98.388389519,33.8008964630001,Human,Clay,2018/08/10,18:56:44+00,2018/08/12,22:00:53+00,TX
-95.433357229,33.6460892910001,Human,Lamar,2016/10/21,20:52:59+00,2016/10/21,23:35:00+00,TX
-98.424300006,33.919118874,Unknown,Wichita,2020/08/29,23:39:48+00,2020/09/01,19:49:52+00,TX
-98.67178167,33.5979475670001,Unknown,Archer,2018/07/15,23:48:00+00,2018/07/22,01:00:20+00,TX
-95.267307011,30.49172201,Human,San Jacinto,2017/01/29,20:03:00+00,2017/02/15,14:29:59+00,TX
-96.348124062,32.525189041,Unknown,Kaufman,2018/07/20,20:22:45+00,2018/07/24,01:37:14+00,TX
-94.728690284,32.083355688,Human,Rusk,2017/03/02,17:36:59+00,2017/03/02,20:05:00+00,TX
-95.591507134,31.3024055000001,Human,Houston,2016/03/02,21:49:00+00,2016/03/02,23:09:00+00,TX
-98.322979635,26.917324523,Unknown,Brooks,2021/01/26,20:13:32+00,2021/01/29,13:40:38+00,TX
-93.734839983,31.2973055690001,Human,Sabine,2016/11/01,22:21:59+00,2016/11/10,20:00:00+00,TX
-95.067706958,30.4506053480001,Human,San Jacinto,2016/02/09,21:01:00+00,2016/02/14,17:00:00+00,TX
-100.098175185,35.2846726970001,Human,Wheeler,2018/04/14,22:43:29+00,2018/04/21,15:56:07+00,TX
-95.1383903079999,30.4920386840001,Human,San Jacinto,2017/05/16,21:10:00+00,2017/05/21,13:30:00+00,TX
-94.0873067639999,31.6670056300001,Human,Shelby,2015/08/09,17:19:00+00,2015/08/11,23:00:00+00,TX
-101.462608892,35.8249060470001,Human,Hutchinson,2021/02/19,21:00:28+00,2021/02/19,23:00:00+00,TX
-94.622006942,32.372005749,Human,Gregg,2016/09/30,19:37:00+00,2016/09/30,21:43:00+00,TX
-94.5564568629999,31.2141221890001,Unknown,Angelina,2020/08/25,18:35:00+00,2020/08/25,20:54:06+00,TX
-100.360008388,32.486288861,Unknown,Nolan,2019/09/12,23:06:06+00,2019/09/13,14:13:51+00,TX
-93.900206654,30.434605386,Human,Jasper,2015/04/08,18:45:00+00,2015/04/08,20:07:59+00,TX
-94.7579786329999,32.171904038,Unknown,Rusk,2020/06/16,03:51:00+00,2020/06/17,15:36:54+00,TX
-95.0834237019999,31.891372303,Human,Cherokee,2019/12/03,22:20:00+00,2019/12/06,16:01:33+00,TX
-96.929507438,30.585671975,Human,Milam,2019/09/22,18:38:11+00,2019/09/25,22:14:56+00,TX
-97.2090741329999,29.8430051510001,Human,Fayette,2017/04/27,20:50:00+00,2017/04/28,21:59:59+00,TX
-94.283173544,32.7794558430001,Human,Marion,2018/05/28,23:46:02+00,2018/05/29,02:02:06+00,TX
-94.301456869,32.5615891300001,Human,Harrison,2017/09/28,14:57:00+00,2017/10/17,22:15:00+00,TX
-97.3768974069999,27.1237845910001,Natural,Kenedy,2020/06/23,21:29:02+00,2020/06/26,17:00:00+00,TX
-97.8939274959999,28.484648226,Human,Bee,2019/08/25,20:20:52+00,2019/08/27,23:08:52+00,TX
